region_id,scene_id,district,state,proposed_label,tags,model_evidence,native_input_sha256,model_run_id,priority,visible_area_m2,source_dates,source_date_seam,boundary_overlap_fraction,sampling_group,spatial_holdout_group,review_url,human_label,geometry_decision,reviewer,reviewed_at,review_status,feedback
C25.f60,C25,Fatehabad,Haryana,unburned-looking field,tan; smooth; irregular-margin; edge-fragment,A broad pale parcel continues below the image.,a5811caff6e499ba926284d662affd26f1b982edfae85056ecefc1f1a77faf36,d6745b04-ce5a-45dc-aa35-025ff2ab072b,routine-review,5664,2023-09-09,False,0,remaining-student-candidate,spatial-C25,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C25.f60,,,,,pending,
C25.f61,C25,Fatehabad,Haryana,unburned-looking field,muted-green; pale-gaps; edge-fragment,Sparse green cover and light ground form a lower-edge parcel fragment.,a5811caff6e499ba926284d662affd26f1b982edfae85056ecefc1f1a77faf36,d6745b04-ce5a-45dc-aa35-025ff2ab072b,routine-review,4194,2023-09-09,False,0,remaining-student-candidate,spatial-C25,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C25.f61,,,,,pending,
C25.f62,C25,Fatehabad,Haryana,unburned-looking field,muted-green; tan; narrow; edge-fragment,Green-tan agricultural texture continues beyond the bottom edge.,a5811caff6e499ba926284d662affd26f1b982edfae85056ecefc1f1a77faf36,d6745b04-ce5a-45dc-aa35-025ff2ab072b,routine-review,1886,2023-09-09,False,0,remaining-student-candidate,spatial-C25,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C25.f62,,,,,pending,
C25.f63,C25,Fatehabad,Haryana,unburned-looking field,pale; sparse-green; irregular-margin; edge-fragment,Mostly pale ground with diffuse green areas occupies the lower-right fragment.,a5811caff6e499ba926284d662affd26f1b982edfae85056ecefc1f1a77faf36,d6745b04-ce5a-45dc-aa35-025ff2ab072b,routine-review,3593,2023-09-09,False,0,remaining-student-candidate,spatial-C25,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C25.f63,,,,,pending,
C26.f01,C26,Fatehabad,Haryana,unburned-looking field,green; linear-texture; edge-clipped,Narrow visible parcel fragment with green cover.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,837,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f01,,,,,pending,
C26.f02,C26,Fatehabad,Haryana,unburned-looking field,green; pale-spot; bounded,"Predominantly green cover with a small pale interior spot, not a coherent burn pattern.",87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3194,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f02,,,,,pending,
C26.f03,C26,Fatehabad,Haryana,unburned-looking field,green; parallel-lines; pale-spot,Fine parallel texture remains visible across most of the parcel.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2969,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f03,,,,,pending,
C26.f04,C26,Fatehabad,Haryana,unburned-looking field,green; horizontal-lines; bounded,Continuous green cover has regular cultivation texture.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3035,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f04,,,,,pending,
C26.f05,C26,Fatehabad,Haryana,unburned-looking field,green; parallel-lines; edge-clipped,Green parcel continues beyond the upper image edge.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3470,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f05,,,,,pending,
C26.f06,C26,Fatehabad,Haryana,unburned-looking field,green; mottled; elongated,Uneven green tones occupy an elongated parcel without a distinct char-like patch.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3661,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f06,,,,,pending,
C26.f07,C26,Fatehabad,Haryana,unburned-looking field,green; banded; bounded,Broad green bands fill the parcel.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3214,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f07,,,,,pending,
C26.f08,C26,Fatehabad,Haryana,unburned-looking field,green; pale-bands; parallel-lines,Alternating pale and green strips follow cultivation alignment.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,1746,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f08,,,,,pending,
C26.f09,C26,Fatehabad,Haryana,unburned-looking field,green; row-texture; bounded,Dense green cover and aligned rows are visible.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,1668,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f09,,,,,pending,
C26.f10,C26,Fatehabad,Haryana,unburned-looking field,tree-grid; tan-ground; crown-shadows,Regularly spaced crowns stand over pale ground; dark marks follow individual crowns.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3358,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f10,,,,,pending,
C26.f11,C26,Fatehabad,Haryana,unburned-looking field,green; mottled; edge-clipped,Only a shallow green parcel fragment is visible.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,807,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f11,,,,,pending,
C26.f12,C26,Fatehabad,Haryana,unburned-looking field,green; pale-patches; banded,Pale areas intermingle with green cover without clear ash or char texture.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2415,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f12,,,,,pending,
C26.f13,C26,Fatehabad,Haryana,unburned-looking field,green; mottled; horizontal-bands,Uneven green cover extends through this parcel.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,4244,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f13,,,,,pending,
C26.f14,C26,Fatehabad,Haryana,unburned-looking field,green; linear-texture; edge-clipped,Upper-edge fragment retains green cover.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,722,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f14,,,,,pending,
C26.f15,C26,Fatehabad,Haryana,unburned-looking field,green; vertical-lines; bounded,Regular vertical cultivation lines cross a green parcel.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3349,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f15,,,,,pending,
C26.f16,C26,Fatehabad,Haryana,unburned-looking field,yellow-green; dense-texture; bounded,"Textured vegetation dominates, with no coherent burn-like region.",87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3033,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f16,,,,,pending,
C26.f17,C26,Fatehabad,Haryana,unburned-looking field,green; smooth-cover; edge-clipped,Small upper-edge parcel fragment appears vegetated.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,733,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f17,,,,,pending,
C26.f18,C26,Fatehabad,Haryana,unburned-looking field,dark-green; horizontal-lines; bounded,Dark green tone is accompanied by regular cultivation texture rather than char-like mottling.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2426,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f18,,,,,pending,
C26.f19,C26,Fatehabad,Haryana,unburned-looking field,green; fine-texture; pale-speckling,Fine vegetation texture fills the parcel.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,4178,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f19,,,,,pending,
C26.f20,C26,Fatehabad,Haryana,unburned-looking field,green; pale-bands; edge-clipped,Broad pale bands interrupt green cover along the right image edge.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,5193,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f20,,,,,pending,
C26.f21,C26,Fatehabad,Haryana,unburned-looking field,green; pale-spot; edge-clipped,Narrow green fragment lies immediately above the cross-image road.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,789,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f21,,,,,pending,
C26.f22,C26,Fatehabad,Haryana,unburned-looking field,tree-grid; tan-ground; crown-shadows,"An L-shaped orchard contains repeated crown-and-shadow marks, not a spreading char-like pattern.",87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,18017,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f22,,,,,pending,
C26.f23,C26,Fatehabad,Haryana,uncertain field,pale-ground; sparse-green; irregular-patches,Patchy pale and green surfaces could be sparse cover or exposed soil. Burning is not visually established.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,uncertain-class-review,3184,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f23,,,,,pending,
C26.f24,C26,Fatehabad,Haryana,unburned-looking field,yellow-green; horizontal-lines; bounded,A brighter cultivated strip has continuous fine texture.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,1887,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f24,,,,,pending,
C26.f25,C26,Fatehabad,Haryana,uncertain field,gray-green; fine-lines; uniform-tone,"Muted cover and fine parallel texture lack a clear char/ash signature. Soil, residue, or sparse vegetation remain plausible.",87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,uncertain-class-review,10197,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f25,,,,,pending,
C26.f26,C26,Fatehabad,Haryana,unburned-looking field,tree-grid; tan-ground; crown-shadows; candidate-overlap,"The candidate lies within this larger orchard, crossing repeated crowns and exposed inter-row ground. No coherent burn-like patch is distinguishable.",87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,16102,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f26,,,,,pending,
C26.f27,C26,Fatehabad,Haryana,unburned-looking field,green; horizontal-bands; pale-spots,Long cultivated parcel has green cover and scattered pale spots without a distinct burn pattern.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,12074,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f27,,,,,pending,
C26.f28,C26,Fatehabad,Haryana,unburned-looking field,green; banded; edge-shadows,Green cover dominates; darker marks cluster near boundary trees.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,6013,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f28,,,,,pending,
C26.f29,C26,Fatehabad,Haryana,unburned-looking field,pale-green; narrow-strip; fine-texture,A narrow cultivated strip separates larger green parcels.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,840,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f29,,,,,pending,
C26.f30,C26,Fatehabad,Haryana,unburned-looking field,green; horizontal-lines; bounded,Parallel green bands remain visible across the parcel.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3162,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f30,,,,,pending,
C26.f31,C26,Fatehabad,Haryana,unburned-looking field,pale-green; tan-margin; row-texture,"Pale northern ground borders visibly textured green cover, without clear burning evidence.",87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2001,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f31,,,,,pending,
C26.f32,C26,Fatehabad,Haryana,unburned-looking field,green; fine-lines; boundary-shadows,Fine cultivation texture spans the parcel; localized dark marks occur beside trees.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,4900,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f32,,,,,pending,
C26.f33,C26,Fatehabad,Haryana,unburned-looking field,green; pale-bands; row-texture,Pale horizontal bands and green textured cover coexist without distinct char-like patches.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3208,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f33,,,,,pending,
C26.f34,C26,Fatehabad,Haryana,unburned-looking field,green; pale-margin; edge-clipped,Green parcel extends beyond the right edge.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2416,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f34,,,,,pending,
C26.f35,C26,Fatehabad,Haryana,unburned-looking field,green; fine-texture; edge-clipped,Relatively uniform green cover reaches the image boundary.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2538,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f35,,,,,pending,
C26.f36,C26,Fatehabad,Haryana,unburned-looking field,pale-green; horizontal-bands; edge-clipped,Pale and green bands follow field alignment.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2173,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f36,,,,,pending,
C26.f37,C26,Fatehabad,Haryana,unburned-looking field,green; parallel-lines; edge-clipped,Continuous green texture is visible in this right-edge parcel.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2835,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f37,,,,,pending,
C26.f38,C26,Fatehabad,Haryana,unburned-looking field,green; vertical-lines; bounded,Parallel cultivation lines cross a broad green parcel.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,7186,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f38,,,,,pending,
C26.f39,C26,Fatehabad,Haryana,unburned-looking field,bright-green; narrow-strip; pale-corner,Narrow parcel shows green cover with a small pale lower portion.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,1283,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f39,,,,,pending,
C26.f40,C26,Fatehabad,Haryana,unburned-looking field,green; isolated-tree; crown-shadow,A tree and its localized shadow interrupt otherwise green cover.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,1869,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f40,,,,,pending,
C26.f41,C26,Fatehabad,Haryana,unburned-looking field,green; diagonal-pattern; bounded,Diagonal and linear vegetation patterns remain visible without a coherent burn-like patch.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3492,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f41,,,,,pending,
C26.f42,C26,Fatehabad,Haryana,unburned-looking field,tree-grid; tan-ground; irregular-edge,Regular orchard rows extend to a sloping southern boundary.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,11636,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f42,,,,,pending,
C26.f43,C26,Fatehabad,Haryana,unburned-looking field,tree-grid; pale-ground; sparse-gaps,Repeated crowns and pale spaces dominate this orchard section. Gaps do not show a distinct burn signature.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,8452,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f43,,,,,pending,
C26.f44,C26,Fatehabad,Haryana,unburned-looking field,tree-grid; tan-ground; crown-shadows,A compact orchard block has regularly spaced dark crowns over pale ground.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3870,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f44,,,,,pending,
C26.f45,C26,Fatehabad,Haryana,unburned-looking field,tree-grid; pale-ground; irregular-gaps,Orchard rows surround pale gaps; neither pale ground nor individual crown shadows establish burning.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,4822,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f45,,,,,pending,
C26.c01,C26,Fatehabad,Haryana,non-field confounder,smooth-olive; pale-rim; enclosed,"Smooth olive interior and a pale enclosing rim suggest a pond or basin, although a smooth bare plot cannot be excluded.",87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2103,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.c01,,,,,pending,
C26.f46,C26,Fatehabad,Haryana,unburned-looking field,green; horizontal-texture; tree-shadow,Green cultivated cover surrounds a localized tree shadow near the right boundary.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,7034,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f46,,,,,pending,
C26.f47,C26,Fatehabad,Haryana,unburned-looking field,green; mottled; edge-clipped,Uneven green cover continues beyond the right image edge.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,4433,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f47,,,,,pending,
C26.f48,C26,Fatehabad,Haryana,unburned-looking field,green; fine-lines; bounded,Broad green parcel has faint parallel cultivation texture.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,7275,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f48,,,,,pending,
C26.f49,C26,Fatehabad,Haryana,unburned-looking field,green; fine-texture; edge-clipped,Green cultivated parcel is clipped by the bottom edge.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,4139,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f49,,,,,pending,
C26.f50,C26,Fatehabad,Haryana,unburned-looking field,green; pale-bands; edge-clipped,Horizontal pale bands cross a green bottom-edge fragment.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3650,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f50,,,,,pending,
C26.f51,C26,Fatehabad,Haryana,unburned-looking field,green; fine-texture; sloping-boundary; edge-clipped,Textured green cover lies below the orchard's sloping boundary.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2855,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f51,,,,,pending,
C26.f52,C26,Fatehabad,Haryana,unburned-looking field,green; pale-lines; edge-clipped,A wedge-shaped visible fragment contains green cover and faint pale lines.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,1371,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f52,,,,,pending,
C26.f53,C26,Fatehabad,Haryana,unburned-looking field,green; fine-texture; edge-clipped,Green parcel continues below the image.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,3409,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f53,,,,,pending,
C26.f54,C26,Fatehabad,Haryana,unburned-looking field,green; parallel-lines; edge-clipped,Bottom-edge fragment shows regular cultivation texture.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,1680,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f54,,,,,pending,
C26.f55,C26,Fatehabad,Haryana,unburned-looking field,green; horizontal-lines; edge-clipped,Green field fragment is clipped along the right and bottom edges.,87edfee3c5c270e95f5ab74f899e5daeb186be3357f97550a1f24173834763f7,1165173e-fbe7-4c0b-bf28-58d6768cb272,routine-review,2052,2021-01-31,False,0,remaining-student-candidate,spatial-C26,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C26.f55,,,,,pending,
C27.f01,C27,Fatehabad,Haryana,unburned-looking field,tan; pale; banded; image-edge,Pale horizontal texture without a coherent char-like patch.,d20aef7a63cd208fd7a7a9497db728ca2382367c3155047890194e2327758ebd,a2b8540d-eaeb-4bab-b658-1486df292b6f,routine-review,1614,2021-01-31;2022-05-09,True,0,remaining-student-candidate,spatial-C13,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C27.f01,,,,,pending,
C27.f02,C27,Fatehabad,Haryana,unburned-looking field,green; dark; uniform,A narrow green parcel contrasts with neighboring tan surfaces.,d20aef7a63cd208fd7a7a9497db728ca2382367c3155047890194e2327758ebd,a2b8540d-eaeb-4bab-b658-1486df292b6f,routine-review,976,2021-01-31;2022-05-09,True,0,remaining-student-candidate,spatial-C13,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C27.f02,,,,,pending,
C27.f03,C27,Fatehabad,Haryana,unburned-looking field,tan; mottled; tree-shadows,Local dark spots resemble vegetation and shadow rather than coherent char.,d20aef7a63cd208fd7a7a9497db728ca2382367c3155047890194e2327758ebd,a2b8540d-eaeb-4bab-b658-1486df292b6f,routine-review,1595,2021-01-31;2022-05-09,True,0,remaining-student-candidate,spatial-C13,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C27.f03,,,,,pending,
